timestamp;ecg
438;504
439;514
440;503
441;498
442;502
443;496
444;510
445;504
446;500
447;505
448;497
449;500
450;505
451;501
452;493
453;502
454;503
455;500
456;505
457;514
458;501
459;507
460;512
461;500
462;505
463;504
464;505
465;508
466;496
467;499
468;502
469;506
470;500
471;499
472;505
473;501
474;513
475;508
476;500
477;510
478;493
479;508
480;498
481;497
482;510
483;503
484;508
485;510
486;491
487;503
488;504
489;509
490;503
491;496
492;513
493;495
494;503
495;507
496;508
497;505
498;502
499;513
500;508
501;497
502;503
503;502
504;500
505;494
506;500
507;502
508;504
509;511
510;508
511;508
512;505
513;507
514;510
515;498
516;498
517;496
518;505
519;518
520;494
521;507
522;500
523;499
524;508
525;508
526;508
527;499
528;495
529;504
530;508
531;506
532;503
533;495
534;499
535;504
536;504
537;499
538;500
539;509
540;504
541;505
542;507
543;505
544;509
545;505
546;502
547;505
548;501
549;511
550;507
551;497
552;507
553;502
554;510
555;499
556;501
557;504
558;508
559;508
560;504
561;496
562;500
563;504
564;509
565;501
566;501
567;504
568;502
569;506
570;508
571;500
572;502
573;508
574;504
575;506
576;508
577;495
578;501
579;501
580;498
581;506
582;503
583;509
584;510
585;497
586;503
587;499
588;501
589;510
590;497
591;494
592;505
593;511
594;500
595;504
596;498
597;499
598;496
599;508
600;496
601;501
602;504
603;500
604;507
605;502
606;510
607;499
608;504
609;503
610;501
611;502
612;500
613;505
614;504
615;495
616;499
617;499
618;502
619;511
620;509
621;508
622;503
623;501
624;512
625;504
626;500
627;507
628;495
629;504
630;501
631;505
632;500
633;508
634;502
635;509
636;507
637;497
638;500
639;508
640;498
641;497
642;504
643;507
644;507
645;505
646;501
647;500
648;502
649;509
650;504
651;502
652;508
653;495
654;512
655;504
656;499
657;500
658;496
659;508
660;502
661;496
662;498
663;505
664;509
665;496
666;511
667;501
668;503
669;512
670;502
671;496
672;498
673;508
674;508
675;509
676;503
677;511
678;505
679;508
680;495
681;505
682;503
683;501
684;496
685;500
686;506
687;504
688;506
689;502
690;496
691;504
692;501
693;502
694;503
695;507
696;507
697;504
698;506
699;505
700;499
701;509
702;491
703;505
704;495
705;505
706;511
707;500
708;504
709;503
710;507
711;503
712;498
713;514
714;495
715;501
716;508
717;503
718;505
719;504
720;498
721;502
722;500
723;503
724;505
725;505
726;503
727;500
728;503
729;499
730;500
731;506
732;501
733;513
734;507
735;502
736;508
737;502
738;507
739;499
740;498
741;507
742;503
743;504
744;500
745;496
746;509
747;500
748;498
749;503
750;505
751;499
752;508
753;508
754;513
755;504
756;493
757;502
758;491
759;508
760;502
761;499
762;503
763;511
764;502
765;499
766;502
767;501
768;507
769;506
770;502
771;494
772;509
773;496
774;497
775;505
776;502
777;498
778;503
779;509
780;502
781;497
782;503
783;504
784;509
785;500
786;497
787;496
788;495
789;512
790;507
791;507
792;497
793;504
794;505
795;501
796;512
797;492
798;502
799;504
800;502
801;506
802;503
803;515
804;503
805;499
806;505
807;507
808;507
809;504
810;498
811;507
812;497
813;504
814;502
815;502
816;500
817;505
818;498
819;505
820;497
821;500
822;505
823;502
824;492
825;503
826;506
827;502
828;505
829;509
830;506
831;497
832;494
833;496
834;510
835;497
836;507
837;498
838;501
839;508
840;506
841;499
842;504
843;505
844;505
845;503
846;503
847;501
848;496
849;511
850;500
851;495
852;513
853;508
854;498
855;504
856;499
857;499
858;501
859;504
860;504
861;500
862;500
863;504
864;509
865;504
866;503
867;510
868;509
869;497
870;497
871;506
872;497
873;511
874;511
875;499
876;495
877;500
878;510
879;503
880;508
881;498
882;498
883;503
884;507
885;499
886;507
887;499
888;497
889;509
890;509
891;504
892;503
893;503
894;510
895;500
896;501
897;499
898;499
899;504
900;508
901;502
902;503
903;502
904;496
905;497
906;504
907;507
908;501
909;504
910;499
911;497
912;503
913;502
914;508
915;506
916;496
917;505
918;507
919;513
920;507
921;504
922;501
923;497
924;509
925;510
926;499
927;507
928;500
929;496
930;506
931;504
932;504
933;504
934;504
935;497
936;510
937;494
938;502
939;505
940;497
941;506
942;500
943;507
944;506
945;506
946;506
947;497
948;502
949;503
950;508
951;502
952;500
953;504
954;505
955;507
956;501
957;503
958;496
959;509
960;508
961;493
962;495
963;501
964;508
965;497
966;502
967;501
968;509
969;512
970;501
971;502
972;502
973;499
974;508
975;505
976;504
977;499
978;506
979;504
980;506
981;500
982;504
983;508
984;511
985;504
986;505
987;499
988;497
989;507
990;503
991;498
992;499
993;501
994;512
995;508
996;502
997;506
998;492
999;507
1000;503
1001;508
1002;506
1003;499
1004;506
1005;501
1006;506
1007;502
1008;501
1009;512
1010;505
1011;499
1012;497
1013;502
1014;505
1015;499
1016;498
1017;499
1018;496
1019;514
1020;501
1021;504
1022;499
1023;499
1024;515
1025;504
1026;505
1027;502
1028;498
1029;508
1030;504
1031;501
1032;503
1033;500
1034;506
1035;505
1036;494
1037;511
1038;498
1039;497
1040;505
1041;502
1042;501
1043;500
1044;508
1045;506
1046;502
1047;500
1048;499
1049;511
1050;507
1051;502
1052;498
1053;504
1054;501
1055;501
1056;502
1057;501
1058;499
1059;513
1060;508
1061;497
1062;496
1063;507
1064;508
1065;506
1066;498
1067;504
1068;503
1069;509
1070;510
1071;497
1072;502
1073;497
1074;514
1075;515
1076;499
1077;499
1078;503
1079;501
1080;502
1081;495
1082;501
1083;505
1084;507
1085;502
1086;503
1087;499
1088;496
1089;507
1090;502
1091;492
1092;505
1093;510
1094;508
1095;502
1096;508
1097;498
1098;502
1099;505
1100;504
1101;504
1102;507
1103;503
1104;504
1105;504
1106;499
1107;501
1108;502
1109;512
1110;506
1111;503
1112;499
1113;496
1114;515
1115;498
1116;509
1117;499
1118;508
1119;500
1120;506
1121;512
1122;500
1123;506
1124;508
1125;507
1126;505
1127;505
1128;498
1129;507
1130;506
1131;500
1132;493
1133;501
1134;504
1135;507
1136;505
1137;496
1138;504
1139;513
1140;509
1141;507
1142;505
1143;496
1144;507
1145;502
1146;495
1147;501
1148;503
1149;500
1150;501
1151;510
1152;500
1153;507
1154;505
1155;503
1156;499
1157;511
1158;500
1159;512
1160;501
1161;511
1162;498
1163;502
1164;504
1165;497
1166;500
1167;498
1168;512
1169;503
1170;508
1171;511
1172;499
1173;511
1174;503
1175;504
1176;503
1177;498
1178;506
1179;506
1180;495
1181;507
1182;496
1183;498
1184;501
1185;499
1186;504
1187;503
1188;501
1189;508
1190;500
1191;511
1192;492
1193;501
1194;508
1195;499
1196;511
1197;498
1198;515
1199;500
1200;502
1201;504
1202;496
1203;508
1204;507
1205;503
1206;500
1207;504
1208;507
1209;495
1210;503
1211;507
1212;502
1213;506
1214;506
1215;496
1216;495
1217;496
1218;508
1219;510
1220;508
1221;502
1222;505
1223;497
1224;502
1225;499
1226;504
1227;504
1228;504
1229;508
1230;504
1231;508
1232;503
1233;500
1234;502
1235;506
1236;502
1237;498
1238;505
1239;502
1240;502
1241;504
1242;504
1243;500
1244;506
1245;504
1246;504
1247;507
1248;500
1249;502
1250;504
1251;494
1252;502
1253;512
1254;502
1255;505
1256;501
1257;511
1258;500
1259;499
1260;504
1261;500
1262;505
1263;496
1264;506
1265;498
1266;500
1267;505
1268;506
1269;507
1270;504
1271;504
1272;500
1273;508
1274;502
1275;506
1276;507
1277;508
1278;508
1279;496
1280;500
1281;502
1282;494
1283;504
1284;508
1285;508
1286;504
1287;497
1288;508
1289;502
1290;509
1291;497
1292;499
1293;507
1294;506
1295;504
1296;495
1297;498
1298;499
1299;508
1300;496
1301;501
1302;501
1303;506
1304;505
1305;507
1306;504
1307;503
1308;510
1309;503
1310;499
1311;509
1312;494
1313;497
1314;498
1315;507
1316;506
1317;503
1318;493
1319;502
1320;507
1321;506
1322;503
1323;502
1324;505
1325;503
1326;500
1327;509
1328;503
1329;510
1330;502
1331;497
1332;499
1333;502
1334;511
1335;504
1336;502
1337;499
1338;501
1339;500
1340;502
1341;511
1342;502
1343;505
1344;507
1345;502
1346;501
1347;498
1348;498
1349;501
1350;498
1351;505
1352;501
1353;510
1354;512
1355;508
1356;504
1357;495
1358;500
1359;509
1360;501
1361;504
1362;496
1363;505
1364;514
1365;496
1366;498
1367;506
1368;505
1369;504
1370;502
1371;493
1372;500
1373;506
1374;504
1375;502
1376;500
1377;495
1378;497
1379;508
1380;504
1381;506
1382;503
1383;503
1384;511
1385;509
1386;505
1387;499
1388;499
1389;504
1390;509
1391;506
1392;500
1393;501
1394;501
1395;503
1396;507
1397;500
1398;507
1399;512
1400;494
1401;501
1402;499
1403;503
1404;504
1405;499
1406;504
1407;504
1408;505
1409;505
1410;500
1411;504
1412;504
1413;503
1414;506
1415;505
1416;503
1417;502
1418;503
1419;506
1420;502
1421;500
1422;508
1423;499
1424;504
1425;510
1426;504
1427;501
1428;504
1429;509
1430;508
1431;498
1432;498
1433;501
1434;515
1435;502
1436;499
1437;501
1438;497
1439;519
1440;512
1441;496
1442;504
1443;499
1444;510
1445;507
1446;498
1447;505
1448;499
1449;506
1450;500
1451;504
1452;499
1453;500
1454;510
1455;505
1456;503
1457;498
1458;501
1459;504
1460;508
1461;509
1462;503
1463;499
1464;511
1465;500
1466;503
1467;502
1468;504
1469;506
1470;501
1471;507
1472;496
1473;502
1474;499
1475;500
1476;497
1477;504
1478;504
1479;508
1480;500
1481;511
1482;496
1483;504
1484;511
1485;500
1486;498
1487;499
1488;504
1489;505
1490;506
1491;504
1492;502
1493;506
1494;499
1495;498
1496;504
1497;501
1498;510
1499;508
1500;502
1501;503
1502;494
1503;503
1504;510
1505;505
1506;506
1507;501
1508;507
1509;502
1510;503
1511;508
1512;504
1513;494
1514;503
1515;510
1516;503
1517;507
1518;504
1519;504
1520;499
1521;505
1522;505
1523;499
1524;507
1525;504
1526;503
1527;500
1528;502
1529;509
1530;504
1531;504
1532;502
1533;502
1534;510
1535;502
1536;497
1537;497
1538;502
1539;508
1540;502
1541;504
1542;497
1543;494
1544;507
1545;507
1546;508
1547;505
1548;499
1549;503
1550;508
1551;504
1552;508
1553;500
1554;509
1555;505
1556;503
1557;501
1558;501
1559;507
1560;501
1561;498
1562;501
1563;508
1564;512
1565;505
1566;498
1567;504
1568;499
1569;506
1570;507
1571;500
1572;499
1573;503
1574;512
1575;511
1576;498
1577;503
1578;498
1579;503
1580;504
1581;499
1582;501
1583;501
1584;501
1585;506
1586;504
1587;505
1588;505
1589;507
1590;508
1591;512
1592;497
1593;504
1594;504
1595;500
1596;499
1597;498
1598;502
1599;509
1600;502
1601;502
1602;498
1603;509
1604;510
1605;507
1606;508
1607;496
1608;505
1609;499
1610;508
1611;502
1612;504
1613;500
1614;504
1615;499
1616;496
1617;505
1618;507
1619;509
1620;501
1621;508
1622;497
1623;504
1624;502
1625;509
1626;494
1627;497
1628;504
1629;505
1630;505
1631;507
1632;498
1633;511
1634;510
1635;505
1636;499
1637;503
1638;504
1639;512
1640;509
1641;510
1642;493
1643;505
1644;513
1645;501
1646;498
1647;502
1648;501
1649;508
1650;500
1651;504
1652;498
1653;503
1654;508
1655;511
1656;496
1657;499
1658;503
1659;512
1660;505
1661;514
1662;500
1663;499
1664;506
1665;500
1666;508
1667;502
1668;504
1669;505
1670;505
1671;502
1672;497
1673;504
1674;500
1675;510
1676;498
1677;509
1678;497
1679;504
1680;507
1681;502
1682;502
1683;499
1684;512
1685;495
1686;500
1687;502
1688;503
1689;514
1690;506
1691;510
1692;499
1693;501
1694;511
1695;492
1696;501
1697;499
1698;499
1699;508
1700;506
1701;506
1702;499
1703;504
1704;508
1705;504
1706;499
1707;508
1708;503
1709;504
1710;500
1711;501
1712;502
1713;499
1714;500
1715;498
1716;502
1717;497
1718;504
1719;510
1720;499
1721;498
1722;503
1723;504
1724;508
1725;502
1726;504
1727;500
1728;508
1729;508
1730;507
1731;504
1732;501
1733;501
1734;504
1735;494
1736;502
1737;506
1738;497
1739;514
1740;505
1741;502
1742;508
1743;498
1744;510
1745;502
1746;500
1747;502
1748;501
1749;507
1750;502
1751;504
1752;498
1753;503
1754;501
1755;500
1756;506
1757;499
1758;507
1759;504
1760;499
1761;514
1762;498
1763;507
1764;499
1765;509
1766;511
1767;502
1768;509
1769;502
1770;511
1771;506
1772;495
1773;505
1774;499
1775;502
1776;499
1777;508
1778;507
1779;510
1780;502
1781;496
1782;504
1783;496
1784;504
1785;510
1786;497
1787;507
1788;506
1789;507
1790;504
1791;495
1792;500
1793;501
1794;515
1795;497
1796;496
1797;504
1798;501
1799;512
1800;507
1801;502
1802;502
1803;506
1804;505
1805;501
1806;507
1807;505
1808;508
1809;511
1810;503
1811;496
1812;494
1813;497
1814;502
1815;503
1816;504
1817;507
1818;508
1819;511
1820;503
1821;508
1822;500
1823;500
1824;507
1825;500
1826;508
1827;498
1828;507
1829;504
1830;496
1831;504
1832;500
1833;507
1834;507
1835;499
1836;504
1837;511
1838;508
1839;501
1840;499
1841;507
1842;507
1843;508
1844;514
1845;505
1846;495
1847;505
1848;506
1849;504
1850;492
1851;499
1852;503
1853;501
1854;512
1855;504
1856;508
1857;499
1858;502
1859;511
1860;499
1861;505
1862;500
1863;504
1864;511
1865;501
1866;499
1867;498
1868;500
1869;505
1870;504
1871;505
1872;504
1873;507
1874;509
1875;504
1876;500
1877;500
1878;500
1879;512
1880;502
1881;499
1882;498
1883;507
1884;507
1885;494
1886;502
1887;500
1888;502
1889;512
1890;502
1891;494
1892;503
1893;502
1894;513
1895;507
1896;498
1897;502
1898;508
1899;510
1900;500
1901;502
1902;495
1903;499
1904;507
1905;503
1906;510
1907;508
1908;501
1909;506
1910;505
1911;505
1912;494
1913;499
1914;508
1915;497
1916;502
1917;500
1918;503
1919;502
1920;504
1921;497
1922;499
1923;499
1924;504
1925;510
1926;501
1927;505
1928;502
1929;508
1930;502
1931;501
1932;502
1933;504
1934;502
1935;498
1936;507
1937;503
1938;504
1939;512
1940;507
1941;496
1942;497
1943;506
1944;507
1945;500
1946;511
1947;498
1948;497
1949;511
1950;501
1951;508
1952;507
1953;498
1954;502
1955;507
1956;510
1957;503
1958;505
1959;499
1960;503
1961;507
1962;500
1963;507
1964;505
1965;507
1966;497
1967;494
1968;502
1969;502
1970;504
1971;500
1972;504
1973;508
1974;508
1975;508
1976;498
1977;503
1978;498
1979;506
1980;503
1981;504
1982;497
1983;508
1984;509
1985;503
1986;496
1987;498
1988;510
1989;510
1990;503
1991;500
1992;499
1993;495
1994;504
1995;503
1996;506
1997;510
1998;504
1999;504
2000;494
2001;499
2002;496
2003;509
2004;507
2005;510
2006;502
2007;497
2008;504
2009;499
2010;501
2011;510
2012;492
2013;499
2014;512
2015;510
2016;498
2017;507
2018;503
2019;507
2020;502
2021;503
2022;499
2023;507
2024;508
2025;494
2026;496
2027;499
2028;500
2029;504
2030;499
2031;508
2032;503
2033;508
2034;514
2035;500
2036;500
2037;505
2038;504
2039;511
2040;504
2041;499
2042;499
2043;502
2044;504
2045;500
2046;501
2047;498
2048;503
2049;511
2050;502
2051;499
2052;505
2053;501
2054;508
2055;500
2056;510
2057;500
2058;502
2059;510
2060;500
2061;511
2062;503
2063;508
2064;505
2065;504
2066;500
2067;504
2068;499
2069;504
2070;505
2071;500
2072;499
2073;508
2074;507
2075;500
2076;504
2077;502
2078;499
2079;497
2080;502
2081;505
2082;499
2083;497
2084;505
2085;501
2086;500
2087;501
2088;507
2089;507
2090;499
2091;501
2092;504
2093;508
2094;509
2095;501
2096;493
2097;503
2098;503
2099;508
2100;502
2101;504
2102;503
2103;505
2104;499
2105;500
2106;506
2107;497
2108;499
2109;516
2110;501
2111;502
2112;503
2113;499
2114;503
2115;500
2116;507
2117;495
2118;496
2119;508
2120;499
2121;508
2122;503
2123;507
2124;504
2125;505
2126;505
2127;500
2128;501
2129;511
2130;505
2131;499
2132;501
2133;507
2134;508
2135;493
2136;504
2137;500
2138;500
2139;512
2140;502
2141;504
2142;508
2143;503
2144;502
2145;502
2146;505
2147;498
2148;508
2149;501
2150;501
2151;507
2152;497
2153;501
2154;504
2155;507
2156;504
2157;504
2158;507
2159;500
2160;512
2161;508
2162;504
2163;501
2164;505
2165;507
2166;498
2167;497
2168;499
2169;506
2170;504
2171;501
2172;503
2173;507
2174;512
2175;496
2176;504
2177;502
2178;499
2179;508
2180;503
2181;497
2182;492
2183;505
2184;505
2185;506
2186;506
2187;501
2188;505
2189;504
2190;502
2191;507
2192;504
2193;503
2194;507
2195;499
2196;507
2197;502
2198;500
2199;506
2200;503
2201;495
2202;506
2203;507
2204;516
2205;504
2206;496
2207;497
2208;498
2209;507
2210;504
2211;497
2212;506
2213;503
2214;508
2215;502
2216;494
2217;504
2218;504
2219;507
2220;508
2221;501
2222;508
2223;503
2224;504
2225;505
2226;495
2227;504
2228;501
2229;504
2230;505
2231;499
2232;505
2233;500
2234;509
2235;506
2236;495
2237;492
2238;508
2239;516
2240;512
2241;496
2242;507
2243;506
2244;504
2245;496
2246;499
2247;500
2248;501
2249;505
2250;507
2251;497
2252;501
2253;503
2254;501
2255;504
2256;505
2257;508
2258;506
2259;508
2260;503
2261;496
2262;505
2263;502
2264;512
2265;498
2266;494
2267;499
2268;501
2269;511
2270;504
2271;499
2272;499
2273;503
2274;514
2275;504
2276;506
2277;498
2278;504
2279;502
2280;505
2281;511
2282;495
2283;495
2284;502
2285;510
2286;504
2287;503
2288;502
2289;509
2290;505
2291;499
2292;498
2293;504
2294;502
2295;499
2296;509
2297;501
2298;496
2299;502
2300;505
2301;508
2302;502
2303;504
2304;500
2305;501
2306;503
2307;499
2308;504
2309;500
2310;502
2311;509
2312;504
2313;504
2314;504
2315;502
2316;499
2317;510
2318;502
2319;504
2320;501
2321;504
2322;502
2323;505
2324;501
2325;505
2326;509
2327;497
2328;499
2329;495
2330;503
2331;504
2332;503
2333;504
2334;502
2335;510
2336;502
2337;493
2338;503
2339;513
2340;498
2341;499
2342;499
2343;503
2344;509
2345;503
2346;507
2347;498
2348;504
2349;508
2350;504
2351;501
2352;501
2353;496
2354;508
2355;508
2356;503
2357;503
2358;505
2359;509
2360;505
2361;495
2362;503
2363;506
2364;505
2365;501
2366;510
2367;496
2368;500
2369;503
2370;505
2371;507
2372;505
2373;504
2374;511
2375;506
2376;499
2377;504
2378;505
2379;502
2380;500
2381;498
2382;504
2383;497
2384;503
2385;505
2386;510
2387;502
2388;503
2389;511
2390;501
2391;491
2392;502
2393;501
2394;510
2395;505
2396;504
2397;503
2398;505
2399;500
2400;499
2401;510
2402;498
2403;504
2404;503
2405;504
2406;502
2407;502
2408;501
2409;511
2410;503
2411;500
2412;500
2413;503
2414;503
2415;503
2416;495
2417;503
2418;513
2419;510
2420;508
2421;503
2422;508
2423;497
2424;501
2425;508
2426;504
2427;499
2428;498
2429;501
2430;511
2431;504
2432;504
2433;502
2434;502
2435;501
2436;500
2437;499
2438;498
2439;506
2440;509
2441;503
2442;500
2443;500
2444;506
2445;504
2446;500
2447;501
2448;505
2449;504
2450;503
2451;506
2452;499
2453;508
2454;514
2455;504
2456;500
2457;497
2458;502
2459;511
2460;500
2461;501
2462;501
2463;504
2464;508
2465;505
2466;501
2467;503
2468;499
2469;502
2470;508
2471;500
2472;496
2473;512
2474;507
2475;510
2476;504
2477;495
2478;499
2479;508
2480;499
2481;502
2482;499
2483;505
2484;504
2485;504
2486;504
2487;506
2488;506
2489;510
2490;502
2491;504
2492;500
2493;501
2494;503
2495;498
2496;497
2497;505
2498;501
2499;511
2500;506
2501;497
2502;505
2503;503
2504;508
2505;507
2506;499
2507;501
2508;506
2509;508
2510;507
2511;496
2512;502
2513;502
2514;504
2515;500
2516;504
2517;497
2518;507
2519;505
2520;500
2521;511
2522;500
2523;503
2524;507
2525;504
2526;497
2527;508
2528;501
2529;506
2530;500
2531;504
2532;504
2533;505
2534;505
2535;502
2536;497
2537;492
2538;496
2539;503
2540;506
2541;499
2542;503
2543;503
2544;512
2545;510
2546;504
2547;493
2548;502
2549;511
2550;502
2551;507
2552;510
2553;503
2554;503
2555;501
2556;508
2557;500
2558;503
2559;504
2560;500
2561;504
2562;499
2563;498
2564;510
2565;503
2566;501
2567;503
2568;504
2569;505
2570;500
2571;507
2572;507
2573;499
2574;506
2575;508
2576;501
2577;495
2578;505
2579;508
2580;510
2581;508
2582;505
2583;503
2584;508
2585;506
2586;506
2587;499
2588;503
2589;507
2590;499
2591;508
2592;505
2593;501
2594;505
2595;501
2596;502
2597;495
2598;505
2599;510
2600;502
2601;494
2602;498
2603;504
2604;507
2605;498
2606;503
2607;504
2608;502
2609;499
2610;505
2611;501
2612;500
2613;506
2614;510
2615;505
2616;504
2617;497
2618;501
2619;508
2620;497
2621;503
2622;507
2623;507
2624;511
2625;503
2626;496
2627;499
2628;501
2629;507
2630;503
2631;510
2632;500
2633;496
2634;512
2635;502
2636;504
2637;496
2638;497
2639;505
2640;506
2641;500
2642;496
2643;504
2644;504
2645;499
2646;507
2647;499
2648;506
2649;511
2650;497
2651;502
2652;497
2653;508
2654;502
2655;504
2656;509
2657;503
2658;510
2659;498
2660;500
2661;502
2662;502
2663;502
2664;513
2665;508
2666;499
2667;500
2668;504
2669;501
2670;504
2671;501
2672;497
2673;502
2674;503
2675;510
2676;513
2677;502
2678;503
2679;499
2680;500
2681;508
2682;498
2683;499
2684;503
2685;497
2686;498
2687;496
2688;510
2689;505
2690;508
2691;501
2692;507
2693;506
2694;515
2695;501
2696;499
2697;497
2698;503
2699;510
2700;499
2701;499
2702;504
2703;505
2704;512
2705;503
2706;494
2707;500
2708;504
2709;512
2710;515
2711;513
2712;498
2713;503
2714;503
2715;497
2716;496
2717;497
2718;501
2719;505
2720;505
2721;508
2722;502
2723;501
2724;507
2725;501
2726;499
2727;504
2728;509
2729;501
2730;503
2731;508
2732;502
2733;510
2734;499
2735;499
2736;499
2737;498
2738;499
2739;513
2740;511
2741;496
2742;492
2743;505
2744;513
2745;502
2746;502
2747;502
2748;505
2749;503
2750;499
2751;508
2752;493
2753;500
2754;497
2755;508
2756;506
2757;503
2758;505
2759;507
2760;508
2761;492
2762;499
2763;504
2764;506
2765;508
2766;507
2767;495
2768;501
2769;504
2770;508
2771;508
2772;504
2773;504
2774;504
2775;501
2776;496
2777;502
2778;501
2779;511
2780;505
2781;496
2782;507
2783;507
2784;504
2785;504
2786;501
2787;505
2788;502
2789;507
2790;506
2791;502
2792;506
2793;504
2794;511
2795;498
2796;500
2797;506
2798;500
2799;508
2800;497
2801;502
2802;498
2803;498
2804;504
2805;512
2806;502
2807;502
2808;508
2809;510
2810;503
2811;504
2812;494
2813;502
2814;496
2815;504
2816;506
2817;502
2818;496
2819;508
2820;500
2821;502
2822;499
2823;511
2824;508
2825;502
2826;497
2827;500
2828;497
2829;505
2830;508
2831;503
2832;500
2833;508
2834;503
2835;502
2836;510
2837;508
2838;501
2839;500
2840;503
2841;505
2842;497
2843;504
2844;508
2845;502
2846;502
2847;507
2848;501
2849;513
2850;506
2851;496
2852;495
2853;504
2854;507
2855;504
2856;504
2857;503
2858;506
2859;507
2860;499
2861;502
2862;496
2863;494
2864;512
2865;503
2866;501
2867;498
2868;508
2869;506
2870;502
2871;502
2872;504
2873;503
2874;512
2875;502
2876;501
2877;502
2878;502
2879;505
2880;502
2881;496
2882;492
2883;501
2884;506
2885;502
2886;498
2887;500
2888;505
2889;514
2890;507
2891;503
2892;503
2893;507
2894;507
2895;502
2896;504
2897;500
2898;504
2899;504
2900;497
2901;508
2902;508
2903;496
2904;499
2905;508
2906;504
2907;503
2908;508
2909;509
2910;504
2911;508
2912;500
2913;508
2914;498
2915;506
2916;509
2917;494
2918;504
2919;507
2920;506
2921;507
2922;499
2923;507
2924;499
2925;507
2926;506
2927;501
2928;507
2929;500
2930;501
2931;502
2932;507
2933;499
2934;505
2935;499
2936;504
2937;507
2938;499
2939;508
2940;506
2941;505
2942;499
2943;504
2944;505
2945;501
2946;512
2947;494
2948;503
2949;500
2950;500
2951;502
2952;499
2953;510
2954;503
2955;506
2956;495
2957;500
2958;500
2959;506
2960;503
2961;504
2962;502
2963;509
2964;506
2965;504
2966;512
2967;494
2968;501
2969;506
2970;499
2971;500
2972;498
2973;503
2974;504
2975;500
2976;500
2977;504
2978;508
2979;510
2980;501
2981;501
2982;508
2983;503
2984;503
2985;508
2986;500
2987;504
2988;502
2989;503
2990;494
2991;498
2992;502
2993;501
2994;504
2995;502
