# OpenSignals Text File Format. Version 1
# {"98:D3:71:FD:62:12": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:71:FD:62:12", "device connection": "BTH98:D3:71:FD:62:12", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-4-19", "time": "10:7:10.759", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	511	478	0	543	26	1	
1	0	0	0	0	508	473	0	540	26	1	
2	0	0	0	0	511	475	0	540	26	1	
3	0	0	0	0	510	480	0	540	26	1	
4	0	0	0	0	506	490	0	539	26	1	
5	0	0	0	0	505	494	0	537	26	1	
6	0	0	0	0	511	496	0	539	26	1	
7	0	0	0	0	503	502	0	539	26	1	
8	0	0	0	0	503	512	0	535	26	1	
9	0	0	0	0	512	505	0	532	26	1	
10	0	0	0	0	508	501	0	534	26	1	
11	0	0	0	0	518	502	0	537	26	1	
12	0	0	0	0	504	504	0	540	26	1	
13	0	0	0	0	508	511	0	542	26	1	
14	0	0	0	0	507	514	0	551	26	1	
15	0	0	0	0	512	518	0	543	26	1	
0	0	0	0	0	510	515	0	541	26	1	
1	0	0	0	0	505	507	0	538	26	1	
2	0	0	0	0	501	497	0	539	26	1	
3	0	0	0	0	510	498	0	541	26	1	
4	0	0	0	0	507	499	0	556	26	1	
5	0	0	0	0	502	499	0	595	26	1	
6	0	0	0	0	505	504	0	608	26	1	
7	0	0	0	0	506	511	0	615	26	1	
8	0	0	0	0	505	510	0	602	26	1	
9	0	0	0	0	509	503	0	588	26	1	
10	0	0	0	0	508	492	0	577	26	1	
11	0	0	0	0	511	497	0	569	26	1	
12	0	0	0	0	510	512	0	564	26	1	
13	0	0	0	0	510	520	0	561	26	1	
14	0	0	0	0	505	513	0	558	26	1	
15	0	0	0	0	507	505	0	557	26	1	
0	0	0	0	0	506	512	0	552	26	1	
1	0	0	0	0	511	523	0	548	26	1	
2	0	0	0	0	508	531	0	548	26	1	
3	0	0	0	0	511	535	0	549	26	1	
4	0	0	0	0	503	534	0	554	26	1	
5	0	0	0	0	500	534	0	560	26	1	
6	0	0	0	0	512	529	0	561	26	1	
7	0	0	0	0	513	528	0	559	26	1	
8	0	0	0	0	510	523	0	556	26	1	
9	0	0	0	0	501	523	0	554	26	1	
10	0	0	0	0	512	532	0	556	26	1	
11	0	0	0	0	510	537	0	563	26	1	
12	0	0	0	0	509	537	0	567	26	1	
13	0	0	0	0	507	527	0	571	26	1	
14	0	0	0	0	507	514	0	582	26	1	
15	0	0	0	0	516	515	0	610	26	1	
0	0	0	0	0	515	520	0	623	26	1	
1	0	0	0	0	502	519	0	640	26	1	
2	0	0	0	0	509	518	0	650	26	1	
3	0	0	0	0	510	513	0	649	26	1	
4	0	0	0	0	502	517	0	661	26	1	
5	0	0	0	0	504	525	0	658	26	1	
6	0	0	0	0	501	534	0	663	26	1	
7	0	0	0	0	505	538	0	667	26	1	
8	0	0	0	0	510	533	0	664	26	1	
9	0	0	0	0	509	523	0	672	26	1	
10	0	0	0	0	511	512	0	665	26	1	
11	0	0	0	0	511	510	0	648	26	1	
12	0	0	0	0	504	514	0	632	26	1	
13	0	0	0	0	513	519	0	620	26	1	
14	0	0	0	0	507	521	0	611	26	1	
15	0	0	0	0	511	529	0	606	26	1	
0	0	0	0	0	507	529	0	617	26	1	
1	0	0	0	0	506	520	0	629	26	1	
2	0	0	0	0	508	513	0	636	26	1	
3	0	0	0	0	510	519	0	656	26	1	
4	0	0	0	0	501	528	0	660	26	1	
5	0	0	0	0	503	537	0	667	26	1	
6	0	0	0	0	506	543	0	673	26	1	
7	0	0	0	0	503	544	0	664	26	1	
8	0	0	0	0	508	540	0	670	26	1	
9	0	0	0	0	510	555	0	666	26	1	
10	0	0	0	0	512	563	0	661	26	1	
11	0	0	0	0	507	560	0	649	26	1	
12	0	0	0	0	507	559	0	636	26	1	
13	0	0	0	0	510	559	0	623	26	1	
14	0	0	0	0	517	560	0	614	26	1	
15	0	0	0	0	508	565	0	606	26	1	
0	0	0	0	0	507	571	0	602	26	1	
1	0	0	0	0	512	575	0	607	26	1	
2	0	0	0	0	511	577	0	629	26	1	
3	0	0	0	0	513	575	0	636	26	1	
4	0	0	0	0	505	570	0	649	26	1	
5	0	0	0	0	505	571	0	657	26	1	
6	0	0	0	0	505	572	0	656	26	1	
7	0	0	0	0	504	567	0	668	26	1	
8	0	0	0	0	510	561	0	664	26	1	
9	0	0	0	0	509	561	0	646	26	1	
10	0	0	0	0	503	564	0	630	26	1	
11	0	0	0	0	512	572	0	617	26	1	
12	0	0	0	0	508	574	0	611	26	1	
13	0	0	0	0	512	567	0	604	26	1	
14	0	0	0	0	514	561	0	598	26	1	
15	0	0	0	0	507	560	0	594	26	1	
0	0	0	0	0	505	561	0	597	26	1	
1	0	0	0	0	502	563	0	616	26	1	
2	0	0	0	0	504	564	0	622	26	1	
3	0	0	0	0	513	562	0	620	26	1	
4	0	0	0	0	503	566	0	623	26	1	
5	0	0	0	0	508	575	0	622	26	1	
6	0	0	0	0	506	583	0	616	26	1	
7	0	0	0	0	512	588	0	608	26	1	
8	0	0	0	0	514	591	0	599	26	1	
9	0	0	0	0	500	596	0	606	26	1	
10	0	0	0	0	514	596	0	624	26	1	
11	0	0	0	0	511	598	0	625	26	1	
12	0	0	0	0	503	604	0	616	26	1	
13	0	0	0	0	504	600	0	621	26	1	
14	0	0	0	0	515	598	0	632	26	1	
15	0	0	0	0	505	595	0	640	26	1	
0	0	0	0	0	510	593	0	646	26	1	
1	0	0	0	0	512	591	0	642	26	1	
2	0	0	0	0	506	585	0	628	26	1	
3	0	0	0	0	506	578	0	612	26	1	
4	0	0	0	0	507	578	0	599	26	1	
5	0	0	0	0	506	582	0	588	26	1	
6	0	0	0	0	505	583	0	579	26	1	
7	0	0	0	0	504	577	0	571	26	1	
8	0	0	0	0	508	579	0	564	26	1	
9	0	0	0	0	517	582	0	558	26	1	
10	0	0	0	0	505	583	0	556	26	1	
11	0	0	0	0	503	583	0	558	26	1	
12	0	0	0	0	514	567	0	556	26	1	
13	0	0	0	0	511	559	0	556	26	1	
14	0	0	0	0	499	568	0	557	26	1	
15	0	0	0	0	504	576	0	555	26	1	
0	0	0	0	0	512	577	0	550	26	1	
1	0	0	0	0	508	576	0	549	26	1	
2	0	0	0	0	510	572	0	548	26	1	
3	0	0	0	0	510	573	0	550	26	1	
4	0	0	0	0	511	576	0	551	26	1	
5	0	0	0	0	503	572	0	552	26	1	
6	0	0	0	0	511	563	0	553	26	1	
7	0	0	0	0	511	555	0	554	26	1	
8	0	0	0	0	515	554	0	548	26	1	
9	0	0	0	0	503	553	0	543	26	1	
10	0	0	0	0	504	550	0	543	26	1	
11	0	0	0	0	508	545	0	544	26	1	
12	0	0	0	0	511	538	0	561	26	1	
13	0	0	0	0	510	536	0	587	26	1	
14	0	0	0	0	507	537	0	594	26	1	
15	0	0	0	0	501	537	0	588	26	1	
0	0	0	0	0	507	536	0	572	26	1	
1	0	0	0	0	511	527	0	558	26	1	
2	0	0	0	0	509	519	0	553	26	1	
3	0	0	0	0	507	515	0	547	26	1	
4	0	0	0	0	506	514	0	545	26	1	
5	0	0	0	0	504	518	0	544	26	1	
6	0	0	0	0	503	521	0	542	26	1	
7	0	0	0	0	509	520	0	540	26	1	
8	0	0	0	0	511	511	0	551	26	1	
9	0	0	0	0	504	503	0	530	26	1	
10	0	0	0	0	504	505	0	529	26	1	
11	0	0	0	0	510	508	0	531	26	1	
12	0	0	0	0	512	502	0	534	26	1	
13	0	0	0	0	507	490	0	537	26	1	
14	0	0	0	0	503	488	0	540	26	1	
15	0	0	0	0	504	488	0	537	26	1	
0	0	0	0	0	511	481	0	532	26	1	
1	0	0	0	0	518	479	0	537	26	1	
2	0	0	0	0	512	480	0	566	26	1	
3	0	0	0	0	508	478	0	580	26	1	
4	0	0	0	0	513	480	0	600	26	1	
5	0	0	0	0	507	477	0	615	26	1	
6	0	0	0	0	504	472	0	618	26	1	
7	0	0	0	0	502	476	0	632	26	1	
8	0	0	0	0	512	478	0	632	26	1	
9	0	0	0	0	512	476	0	633	26	1	
10	0	0	0	0	510	480	0	634	26	1	
11	0	0	0	0	512	484	0	626	26	1	
12	0	0	0	0	508	480	0	633	26	1	
13	0	0	0	0	511	484	0	624	26	1	
14	0	0	0	0	507	483	0	624	26	1	
15	0	0	0	0	512	479	0	625	26	1	
0	0	0	0	0	509	474	0	617	26	1	
1	0	0	0	0	510	462	0	623	26	1	
2	0	0	0	0	508	449	0	613	26	1	
3	0	0	0	0	507	448	0	595	26	1	
4	0	0	0	0	502	455	0	580	26	1	
5	0	0	0	0	503	457	0	567	26	1	
6	0	0	0	0	504	463	0	558	26	1	
7	0	0	0	0	509	466	0	551	26	1	
8	0	0	0	0	510	460	0	546	26	1	
9	0	0	0	0	506	463	0	543	26	1	
10	0	0	0	0	512	474	0	563	26	1	
11	0	0	0	0	509	481	0	573	26	1	
12	0	0	0	0	510	487	0	580	26	1	
13	0	0	0	0	502	492	0	575	26	1	
14	0	0	0	0	512	486	0	579	26	1	
15	0	0	0	0	508	479	0	591	26	1	
0	0	0	0	0	508	479	0	588	26	1	
1	0	0	0	0	507	483	0	577	26	1	
2	0	0	0	0	510	477	0	576	26	1	
3	0	0	0	0	509	471	0	569	26	1	
4	0	0	0	0	509	460	0	561	26	1	
5	0	0	0	0	508	446	0	556	26	1	
6	0	0	0	0	507	448	0	549	26	1	
7	0	0	0	0	509	455	0	544	26	1	
8	0	0	0	0	509	462	0	559	26	1	
9	0	0	0	0	508	471	0	561	26	1	
10	0	0	0	0	508	474	0	583	26	1	
11	0	0	0	0	507	476	0	587	26	1	
12	0	0	0	0	504	479	0	578	26	1	
13	0	0	0	0	511	483	0	566	26	1	
14	0	0	0	0	503	488	0	558	26	1	
15	0	0	0	0	512	492	0	550	26	1	
0	0	0	0	0	504	487	0	542	26	1	
1	0	0	0	0	505	472	0	535	26	1	
2	0	0	0	0	508	468	0	531	26	1	
3	0	0	0	0	512	474	0	530	26	1	
4	0	0	0	0	514	475	0	533	26	1	
5	0	0	0	0	507	475	0	558	26	1	
6	0	0	0	0	507	471	0	572	26	1	
7	0	0	0	0	509	466	0	582	26	1	
8	0	0	0	0	505	462	0	597	26	1	
9	0	0	0	0	507	458	0	590	26	1	
10	0	0	0	0	504	459	0	577	26	1	
11	0	0	0	0	509	468	0	561	26	1	
12	0	0	0	0	515	469	0	548	26	1	
13	0	0	0	0	508	471	0	540	26	1	
14	0	0	0	0	507	478	0	534	26	1	
15	0	0	0	0	502	481	0	531	26	1	
0	0	0	0	0	515	478	0	527	26	1	
1	0	0	0	0	502	480	0	535	26	1	
2	0	0	0	0	508	480	0	558	26	1	
3	0	0	0	0	505	487	0	561	26	1	
4	0	0	0	0	507	490	0	557	26	1	
5	0	0	0	0	510	493	0	560	26	1	
6	0	0	0	0	506	490	0	553	26	1	
7	0	0	0	0	502	478	0	552	26	1	
8	0	0	0	0	515	468	0	569	26	1	
9	0	0	0	0	508	465	0	574	26	1	
10	0	0	0	0	504	474	0	565	26	1	
11	0	0	0	0	503	488	0	554	26	1	
12	0	0	0	0	512	499	0	545	26	1	
13	0	0	0	0	510	505	0	536	26	1	
14	0	0	0	0	515	508	0	529	26	1	
15	0	0	0	0	516	508	0	526	26	1	
0	0	0	0	0	508	510	0	533	26	1	
1	0	0	0	0	504	506	0	551	26	1	
2	0	0	0	0	508	497	0	553	26	1	
3	0	0	0	0	504	487	0	550	26	1	
4	0	0	0	0	517	483	0	543	26	1	
5	0	0	0	0	504	488	0	536	26	1	
6	0	0	0	0	503	496	0	530	26	1	
7	0	0	0	0	513	493	0	529	26	1	
8	0	0	0	0	511	481	0	526	26	1	
9	0	0	0	0	511	483	0	540	26	1	
10	0	0	0	0	505	490	0	557	26	1	
11	0	0	0	0	505	497	0	560	26	1	
12	0	0	0	0	505	493	0	564	26	1	
13	0	0	0	0	508	491	0	543	26	1	
14	0	0	0	0	511	485	0	532	26	1	
15	0	0	0	0	507	482	0	521	26	1	
0	0	0	0	0	504	486	0	517	26	1	
1	0	0	0	0	515	494	0	535	26	1	
2	0	0	0	0	513	494	0	545	26	1	
3	0	0	0	0	504	493	0	543	26	1	
4	0	0	0	0	515	498	0	547	26	1	
5	0	0	0	0	511	506	0	546	26	1	
6	0	0	0	0	508	507	0	541	26	1	
