timestamp,0,1,2,3,4,5,6,7,8,9
1,0,0,0,0,509,511,0,1018,38,1
2,0,0,0,0,510,512,0,1018,38,0
3,0,0,0,0,512,511,0,1018,38,0
4,0,0,0,0,508,509,0,1018,38,0
5,0,0,0,0,510,511,0,1018,38,0
6,0,0,0,0,511,510,0,1018,38,1
7,0,0,0,0,512,509,0,1018,39,1
8,0,0,0,0,509,509,0,1018,38,1
9,0,0,0,0,509,511,0,1018,38,1
10,0,0,0,0,507,512,0,1018,38,0
11,0,0,0,0,509,512,0,1018,38,0
12,0,0,0,0,508,510,0,1018,38,0
13,0,0,0,0,510,507,0,1018,38,0
14,0,0,0,0,509,507,0,762,38,0
15,0,0,0,0,508,507,0,645,39,0
0,0,0,0,0,510,504,0,561,38,1
1,0,0,0,0,508,505,0,416,38,1
2,0,0,0,0,509,506,0,295,38,0
3,0,0,0,0,509,507,0,155,38,0
4,0,0,0,0,507,507,0,46,38,0
5,0,0,0,0,509,507,0,116,38,0
6,0,0,0,0,508,507,0,234,38,0
7,0,0,0,0,511,505,0,320,39,0
8,0,0,0,0,509,505,0,276,38,1
9,0,0,0,0,512,505,0,102,38,1
10,0,0,0,0,507,505,0,0,38,0
11,0,0,0,0,507,506,0,0,38,0
12,0,0,0,0,509,506,0,0,38,0
13,0,0,0,0,507,507,0,0,38,0
14,0,0,0,0,509,509,0,0,38,0
15,0,0,0,0,509,509,0,0,39,0
0,0,0,0,0,509,509,0,0,38,1
1,0,0,0,0,510,509,0,0,38,0
2,0,0,0,0,510,508,0,0,38,0
3,0,0,0,0,509,507,0,0,38,0
4,0,0,0,0,509,507,0,0,38,0
5,0,0,0,0,509,508,0,0,38,0
6,0,0,0,0,511,507,0,0,38,0
7,0,0,0,0,509,507,0,0,39,0
8,0,0,0,0,511,505,0,0,38,0
9,0,0,0,0,508,505,0,0,38,1
10,0,0,0,0,509,505,0,0,38,0
11,0,0,0,0,508,505,0,0,38,0
12,0,0,0,0,508,505,0,0,38,0
13,0,0,0,0,510,508,0,0,38,0
14,0,0,0,0,511,506,0,0,38,0
15,0,0,0,0,508,507,0,0,39,0
0,0,0,0,0,510,508,0,0,38,0
1,0,0,0,0,507,511,0,0,38,1
2,0,0,0,0,508,511,0,0,38,0
3,0,0,0,0,507,508,0,0,38,0
4,0,0,0,0,509,509,0,0,38,0
5,0,0,0,0,510,507,0,0,38,0
6,0,0,0,0,509,508,0,0,38,0
7,0,0,0,0,509,510,0,0,39,0
8,0,0,0,0,507,509,0,0,38,0
9,0,0,0,0,507,507,0,0,38,0
10,0,0,0,0,509,508,0,0,38,0
