timestamp,0,1,2,3,4,5,6,7,8,9
9,0,0,0,0,489,506,0,162,38,0
10,0,0,0,0,479,507,0,268,39,0
11,0,0,0,0,495,506,0,307,38,0
12,0,0,0,0,507,507,0,140,38,0
13,0,0,0,0,519,506,0,0,38,0
14,0,0,0,0,512,505,0,0,38,0
15,0,0,0,0,478,505,0,0,38,0
0,0,0,0,0,478,505,0,0,38,0
1,0,0,0,0,493,506,0,0,38,0
2,0,0,0,0,495,505,0,0,38,0
3,0,0,0,0,483,506,0,0,38,0
4,0,0,0,0,477,507,0,0,38,0
5,0,0,0,0,466,508,0,0,38,0
6,0,0,0,0,504,507,0,0,38,0
7,0,0,0,0,545,509,0,0,38,0
8,0,0,0,0,566,508,0,0,38,0
9,0,0,0,0,566,509,0,336,38,0
10,0,0,0,0,562,508,0,710,39,0
11,0,0,0,0,528,507,0,948,38,0
12,0,0,0,0,494,508,0,1017,38,0
13,0,0,0,0,465,507,0,1018,38,0
14,0,0,0,0,446,507,0,1018,38,0
15,0,0,0,0,486,508,0,1018,38,0
0,0,0,0,0,503,507,0,1018,38,0
1,0,0,0,0,529,508,0,1018,38,0
2,0,0,0,0,561,507,0,1018,39,0
3,0,0,0,0,555,507,0,1018,38,0
4,0,0,0,0,525,507,0,1018,38,0
5,0,0,0,0,536,507,0,1018,38,0
6,0,0,0,0,512,508,0,1018,38,0
7,0,0,0,0,475,510,0,1018,38,0
8,0,0,0,0,493,510,0,1018,38,0
9,0,0,0,0,493,510,0,1018,38,0
10,0,0,0,0,480,508,0,1018,39,0
11,0,0,0,0,504,507,0,1018,38,0
12,0,0,0,0,502,505,0,1018,38,0
13,0,0,0,0,506,505,0,1018,38,0
14,0,0,0,0,494,505,0,1018,38,0
15,0,0,0,0,449,505,0,1018,38,0
0,0,0,0,0,467,505,0,1018,38,0
1,0,0,0,0,530,505,0,1018,38,0
2,0,0,0,0,567,505,0,1018,39,0
3,0,0,0,0,574,507,0,1018,38,0
4,0,0,0,0,545,508,0,1018,38,0
5,0,0,0,0,523,510,0,1018,38,0
6,0,0,0,0,516,508,0,1018,38,0
7,0,0,0,0,525,508,0,1018,38,0
8,0,0,0,0,513,507,0,1018,38,0
9,0,0,0,0,501,507,0,1018,38,0
10,0,0,0,0,497,508,0,1018,38,0
11,0,0,0,0,498,506,0,1018,38,0
12,0,0,0,0,489,507,0,1018,38,0
13,0,0,0,0,476,508,0,1018,38,0
14,0,0,0,0,483,507,0,1018,38,0
15,0,0,0,0,509,508,0,1018,38,0
0,0,0,0,0,499,507,0,1018,38,0
1,0,0,0,0,496,506,0,1018,38,0
2,0,0,0,0,510,507,0,1018,39,0
3,0,0,0,0,499,507,0,1018,38,0
4,0,0,0,0,478,508,0,1018,38,0
5,0,0,0,0,474,510,0,1018,38,0
6,0,0,0,0,508,511,0,1018,38,0
7,0,0,0,0,539,511,0,1018,38,0
8,0,0,0,0,539,512,0,1018,38,0
9,0,0,0,0,540,510,0,1018,38,0
10,0,0,0,0,538,510,0,1018,39,0
11,0,0,0,0,526,509,0,1018,38,0
12,0,0,0,0,527,511,0,1018,38,0
13,0,0,0,0,550,511,0,1018,38,0
14,0,0,0,0,556,512,0,1018,38,0
15,0,0,0,0,539,511,0,1018,38,0
0,0,0,0,0,526,509,0,1018,38,0
1,0,0,0,0,519,509,0,1018,38,0
2,0,0,0,0,503,508,0,1018,38,0
3,0,0,0,0,483,509,0,1018,38,0
4,0,0,0,0,516,509,0,1018,38,0
5,0,0,0,0,591,508,0,1018,38,0
6,0,0,0,0,614,509,0,1018,38,0
7,0,0,0,0,564,510,0,1018,38,0
8,0,0,0,0,491,511,0,1018,38,0
